@relation gentil-rude
@attribute massa NUMERIC
@attribute altura NUMERIC
@attribute dentes {normais,afiados}
@attribute corolhos {escura, clara, vermelha}
@attribute gentil {S,N}
@data
167.87,1.87,normais,clara,S
77.07,1.81,afiados,vermelha,S
54.45,1.50,afiados,escura,N
154.89,2.17,normais,clara,S
53.04,1.57,normais,vermelha,N
100.18,2.09,afiados,clara,N
156.39,2.08,afiados,vermelha,N
163.28,1.81,normais,clara,S
106.28,1.64,normais,clara,S
63.19,2.09,afiados,escura,S
53.66,2.21,afiados,escura,S
166.82,2.36,normais,vermelha,N
179.43,1.51,afiados,clara,N
158.91,1.93,afiados,vermelha,N
124.11,2.20,normais,vermelha,N
152.25,1.73,normais,clara,S
131.64,1.77,normais,clara,S
95.44,2.00,normais,escura,S
97.86,1.76,afiados,vermelha,N
165.14,2.09,afiados,escura,N
84.43,2.24,afiados,clara,S
66.36,2.39,afiados,escura,S
165.38,1.54,afiados,vermelha,N
158.14,2.05,normais,clara,S
113.25,2.39,afiados,clara,N
112.52,1.51,afiados,vermelha,S
117.56,2.08,afiados,vermelha,N
116.01,2.21,normais,clara,S
110.13,2.33,afiados,vermelha,N
137.97,2.29,normais,vermelha,N
133.25,1.69,normais,clara,S
167.75,2.05,normais,escura,N
172.35,1.78,normais,clara,S
56.49,1.57,normais,escura,S
74.46,1.84,afiados,escura,S
138.61,1.97,normais,escura,S
105.21,2.27,normais,clara,S
120.12,2.03,afiados,clara,N
111.42,2.07,afiados,vermelha,N
86.76,1.99,normais,clara,S
155.08,2.13,normais,clara,S
132.82,2.22,afiados,vermelha,N
162.17,1.99,afiados,vermelha,N
152.59,2.15,afiados,clara,N
154.22,1.52,afiados,escura,N
59.93,2.29,afiados,escura,S
171.84,1.93,afiados,clara,N
106.55,2.36,afiados,vermelha,N
142.40,1.61,normais,escura,S
158.70,1.86,normais,clara,S
172.74,2.05,afiados,escura,N
160.96,2.37,normais,escura,S
103.05,2.07,normais,escura,S
150.75,2.28,normais,vermelha,N
91.09,1.93,afiados,escura,S
64.32,1.55,afiados,escura,N
93.80,1.63,afiados,escura,N
134.30,1.67,normais,vermelha,N
137.55,1.74,afiados,clara,N
53.69,2.05,afiados,clara,S
114.84,1.76,afiados,vermelha,N
118.37,2.17,normais,vermelha,N
88.79,1.59,afiados,clara,N
77.59,1.53,afiados,vermelha,N
90.74,1.58,afiados,vermelha,N
80.54,1.96,afiados,clara,S
96.33,1.57,normais,clara,S
105.04,1.94,normais,clara,S
129.69,2.24,afiados,escura,N
100.05,1.71,afiados,clara,N
132.83,1.69,normais,clara,S
96.44,1.82,afiados,vermelha,S
147.70,1.98,afiados,clara,N
111.66,1.90,afiados,clara,N
155.02,2.38,normais,clara,S
135.98,1.93,afiados,clara,N
84.43,2.02,normais,escura,S
116.70,1.78,afiados,clara,N
93.09,2.01,normais,clara,S
122.84,1.56,normais,escura,S
160.96,1.97,afiados,clara,N
132.81,1.95,normais,vermelha,N
111.95,2.32,normais,vermelha,N
115.88,1.72,normais,vermelha,N
116.14,2.22,afiados,escura,N
55.84,1.69,afiados,vermelha,N
60.36,1.69,normais,escura,S
127.88,2.14,normais,clara,S
51.03,2.13,normais,vermelha,S
56.43,1.74,normais,clara,S
146.69,2.36,afiados,escura,N
135.92,2.27,afiados,escura,N
127.39,1.79,normais,vermelha,N
108.45,2.31,afiados,clara,N
146.41,2.20,afiados,vermelha,N
61.57,1.99,normais,escura,S
143.70,1.88,afiados,escura,N
87.18,1.96,afiados,clara,S
92.50,1.72,afiados,clara,N
81.29,2.11,afiados,escura,S
125.60,1.68,normais,escura,S
146.83,1.97,afiados,vermelha,N
108.61,1.62,normais,vermelha,N
140.84,1.73,normais,vermelha,N
111.67,2.14,normais,clara,S
95.66,1.70,normais,escura,S
156.30,1.71,normais,clara,S
99.24,1.58,normais,vermelha,N
135.06,2.20,normais,escura,S
119.73,1.60,afiados,clara,N
139.60,2.10,normais,vermelha,N
93.43,1.79,normais,clara,S
150.37,1.54,afiados,clara,N
73.66,2.07,afiados,vermelha,S
132.04,1.85,afiados,clara,N
90.44,1.89,afiados,clara,S
115.34,2.29,normais,clara,S
68.78,2.26,normais,vermelha,S
127.47,2.02,normais,vermelha,N
115.68,1.87,normais,vermelha,N
134.34,1.54,normais,escura,S
82.86,2.16,afiados,escura,S
60.05,2.00,normais,vermelha,S
82.31,1.86,normais,escura,S
76.49,1.66,normais,escura,S
155.85,2.01,normais,escura,S
94.26,2.04,afiados,vermelha,S
114.47,2.26,normais,vermelha,N
166.85,1.72,afiados,vermelha,N
64.24,2.35,normais,escura,S
174.58,1.75,normais,clara,S
52.24,1.56,normais,vermelha,N
164.55,2.09,normais,vermelha,N
120.14,2.19,normais,vermelha,N
138.79,2.25,normais,vermelha,N
107.14,2.03,afiados,vermelha,N
63.95,1.85,normais,vermelha,S
148.03,2.07,normais,escura,S
155.25,1.94,afiados,escura,N
151.88,1.89,afiados,escura,N
174.31,2.09,normais,clara,S
70.22,1.53,afiados,vermelha,N
179.25,1.60,normais,vermelha,N
155.70,2.33,normais,clara,S
82.34,2.19,afiados,vermelha,S
54.36,1.83,afiados,escura,S
60.44,1.63,afiados,escura,N
176.42,1.74,afiados,clara,N
159.83,2.12,afiados,vermelha,N
157.39,1.57,normais,vermelha,N
65.88,1.80,normais,vermelha,S
116.72,2.01,normais,escura,S
161.83,1.78,normais,clara,S
90.43,1.67,afiados,escura,N
52.63,1.80,normais,escura,S
70.31,1.63,afiados,vermelha,N
178.08,2.37,normais,vermelha,N
67.69,1.70,normais,clara,S
130.90,2.09,afiados,vermelha,N
123.23,1.84,normais,vermelha,N
98.21,1.66,normais,vermelha,N
83.30,1.98,normais,vermelha,S
129.55,1.97,afiados,clara,N
60.28,1.78,afiados,escura,N
148.19,1.91,normais,clara,S
76.18,1.72,normais,escura,S
120.56,2.20,normais,clara,S
161.52,1.89,normais,vermelha,N
108.82,2.35,afiados,vermelha,N
161.64,2.19,normais,vermelha,N
65.13,2.20,afiados,clara,S
115.62,1.59,afiados,escura,N
142.61,2.32,afiados,vermelha,N
148.35,1.95,afiados,vermelha,N
172.24,2.00,normais,clara,S
152.38,2.32,normais,clara,S
51.95,2.16,normais,clara,S
127.49,1.72,normais,vermelha,N
172.44,1.75,normais,vermelha,N
149.32,2.02,normais,vermelha,N
130.07,1.84,afiados,escura,N
102.40,2.40,normais,vermelha,N
116.12,1.70,afiados,escura,N
135.97,2.36,afiados,escura,N
172.24,1.60,normais,escura,S
86.31,2.30,afiados,escura,S
55.87,2.31,normais,vermelha,S
97.26,1.63,normais,escura,S
87.99,2.33,normais,escura,S
136.71,1.65,afiados,clara,N
104.61,2.38,normais,clara,S
123.08,1.59,normais,clara,S
152.45,2.33,normais,clara,S
65.43,1.92,afiados,clara,S
112.07,1.95,normais,escura,S
135.86,1.69,normais,escura,S
128.40,1.63,afiados,vermelha,N
121.60,1.92,normais,escura,S
86.26,1.92,normais,escura,S
125.90,1.65,afiados,clara,N
145.25,2.22,normais,clara,S
146.62,1.65,normais,vermelha,N
50.87,1.77,normais,clara,S
120.06,1.76,afiados,clara,N
161.45,1.79,afiados,clara,N
159.52,2.36,afiados,escura,N
96.86,2.00,afiados,vermelha,S
71.09,1.79,afiados,clara,N
75.84,2.12,normais,clara,S
82.54,1.68,afiados,clara,N
169.10,1.87,afiados,vermelha,N
84.38,2.19,normais,escura,S
161.13,2.40,normais,clara,S
171.01,1.67,afiados,clara,N
178.82,1.75,afiados,escura,N
95.26,1.58,afiados,vermelha,N
117.97,1.70,normais,clara,S
55.08,2.05,normais,clara,S
88.59,2.19,afiados,vermelha,S
141.19,2.32,normais,clara,S
166.74,1.51,normais,vermelha,N
114.70,1.66,normais,escura,S
56.22,1.51,afiados,vermelha,N
89.65,2.19,normais,clara,S
98.42,2.10,normais,vermelha,S
86.33,1.93,normais,escura,S
64.24,2.26,normais,escura,S
93.47,2.07,normais,escura,S
53.73,1.95,normais,clara,S
107.75,1.74,afiados,escura,N
89.70,2.21,afiados,escura,S
148.65,1.53,afiados,escura,N
115.11,2.06,normais,escura,S
163.68,1.52,normais,escura,S
58.56,2.21,normais,escura,S
97.81,2.31,normais,escura,S
102.98,1.66,normais,vermelha,N
94.97,1.98,afiados,escura,S
58.53,2.33,afiados,vermelha,S
66.03,2.19,afiados,clara,S
87.84,1.88,afiados,clara,S
57.68,1.94,normais,escura,S
70.39,2.23,normais,vermelha,S
54.74,1.87,afiados,clara,S
107.79,2.34,afiados,escura,N
149.00,1.91,afiados,clara,N
139.38,1.80,afiados,vermelha,N
77.62,2.32,afiados,clara,S
56.32,1.61,normais,escura,S
102.66,2.08,afiados,escura,N
168.79,2.23,afiados,clara,S
121.04,2.27,afiados,vermelha,N
110.98,1.73,afiados,clara,N
144.23,1.72,afiados,vermelha,N
101.78,1.55,afiados,clara,N
108.27,1.84,afiados,vermelha,N
130.95,2.06,normais,clara,S
132.09,2.20,normais,vermelha,N
166.03,1.67,normais,vermelha,N
75.08,1.86,afiados,clara,S
124.12,1.83,normais,vermelha,N
55.41,1.69,normais,clara,S
135.32,1.84,afiados,clara,N
138.80,1.71,normais,escura,S
150.36,1.76,afiados,vermelha,N
110.05,2.10,normais,vermelha,N
137.51,1.72,normais,clara,S
77.45,2.06,normais,vermelha,S
51.53,1.81,afiados,escura,S
129.67,2.18,afiados,clara,N
140.28,1.74,afiados,vermelha,N
95.85,2.35,normais,escura,S
95.85,2.32,normais,escura,S
158.19,1.63,afiados,clara,N
96.07,2.28,afiados,vermelha,S
107.60,2.03,normais,escura,S
175.85,1.59,afiados,vermelha,N
179.87,1.83,normais,clara,S
155.48,1.75,normais,clara,S
72.55,2.27,afiados,vermelha,S
154.10,1.81,normais,vermelha,N
70.74,2.32,afiados,escura,S
110.17,1.89,normais,vermelha,N
75.88,1.54,normais,escura,S
157.30,2.25,afiados,vermelha,N
66.28,1.55,normais,escura,S
108.07,2.29,afiados,vermelha,N
84.48,1.62,afiados,vermelha,N
171.76,2.27,normais,escura,S
126.66,2.08,normais,escura,S
82.77,1.62,normais,clara,N
84.94,1.69,afiados,vermelha,N
62.70,2.38,normais,clara,S
175.43,2.28,afiados,vermelha,N
140.60,1.56,afiados,clara,N
159.72,1.72,afiados,escura,N
88.93,1.75,afiados,vermelha,N
170.13,2.14,normais,escura,S
135.43,2.18,normais,escura,S
67.27,2.11,normais,escura,S
147.31,2.32,afiados,clara,N
138.51,1.81,afiados,escura,N
66.05,2.12,normais,vermelha,S
57.71,1.85,normais,escura,S
80.59,1.87,normais,clara,S
109.50,1.98,normais,clara,S
168.75,1.71,normais,vermelha,N
117.86,1.75,normais,escura,S
143.03,1.85,normais,escura,S
160.16,2.37,afiados,clara,N
86.02,1.78,normais,clara,N
64.82,1.64,afiados,vermelha,N
147.64,1.66,afiados,vermelha,N
169.17,2.05,normais,clara,S
99.02,2.02,afiados,clara,S
56.52,1.63,normais,vermelha,N
146.73,2.09,normais,vermelha,N
84.65,1.63,normais,escura,S
168.90,2.07,afiados,vermelha,N
115.52,1.97,normais,escura,S
91.90,2.03,afiados,escura,S
65.10,2.34,normais,escura,S
110.87,1.78,afiados,vermelha,N
169.84,2.02,normais,vermelha,N
170.80,1.98,afiados,clara,N
157.65,1.67,normais,escura,S
51.48,2.12,normais,clara,S
156.75,1.97,normais,clara,S
93.79,2.22,afiados,escura,S
167.84,2.25,afiados,escura,N
152.17,2.04,normais,escura,S
164.28,2.11,normais,clara,S
79.77,1.96,normais,vermelha,S
100.93,2.27,normais,clara,S
151.60,2.05,afiados,escura,N
56.92,2.21,afiados,clara,S
153.41,1.76,normais,escura,S
71.77,2.14,normais,vermelha,S
113.49,2.02,normais,vermelha,N
95.20,1.61,afiados,clara,N
70.54,1.69,afiados,escura,N
142.78,2.17,afiados,clara,N
98.08,2.15,afiados,vermelha,S
82.73,1.64,normais,vermelha,N
69.07,1.95,normais,vermelha,S
126.47,2.29,normais,vermelha,N
139.31,1.83,normais,escura,S
77.83,2.34,afiados,vermelha,S
85.27,2.13,afiados,escura,S
84.91,2.29,normais,escura,S
84.42,2.01,normais,vermelha,S
177.95,1.75,afiados,vermelha,N
144.58,1.50,afiados,escura,N
73.15,1.84,normais,vermelha,S
59.25,1.83,normais,escura,S
62.72,2.03,afiados,vermelha,S
147.96,2.00,afiados,clara,N
58.52,1.98,afiados,clara,S
138.99,1.59,normais,vermelha,N
55.66,2.19,afiados,clara,S
143.28,1.81,afiados,clara,N
65.77,1.82,afiados,vermelha,S
117.97,2.07,normais,vermelha,N
58.51,2.37,normais,escura,S
100.39,2.11,normais,escura,S
98.90,1.81,afiados,clara,S
155.62,2.16,afiados,escura,N
80.28,2.00,normais,escura,S
93.31,2.28,normais,escura,S
69.53,2.28,normais,escura,S
150.72,2.23,afiados,vermelha,N
166.46,1.77,afiados,vermelha,N
72.44,2.03,afiados,escura,S
91.42,2.08,normais,escura,S
179.75,2.27,afiados,escura,N
121.47,2.11,afiados,clara,N
54.72,1.74,afiados,clara,N
76.25,2.24,normais,escura,S
112.00,1.63,afiados,clara,N
53.02,2.30,normais,clara,S
155.97,1.52,normais,escura,S
84.84,2.38,normais,vermelha,S
101.07,1.96,afiados,escura,N
94.55,2.23,normais,clara,S
149.94,2.08,afiados,escura,N
53.27,1.55,normais,escura,S
173.14,1.53,afiados,escura,N
69.09,2.40,normais,clara,S
114.92,1.73,normais,escura,S
133.06,1.95,normais,escura,S
118.87,1.84,afiados,vermelha,N
155.78,1.96,afiados,escura,N
72.50,1.92,afiados,clara,S
142.57,1.76,afiados,vermelha,N
140.97,1.59,afiados,escura,N
84.96,2.06,afiados,escura,S
138.29,2.20,afiados,clara,N
77.25,1.54,afiados,clara,N
91.19,2.19,afiados,vermelha,S
152.59,1.53,afiados,clara,N
105.79,1.60,afiados,clara,N
104.77,1.72,afiados,escura,N
152.97,1.86,afiados,vermelha,N
127.13,1.95,afiados,escura,N
171.00,2.30,normais,clara,S
61.70,2.16,afiados,vermelha,S
154.47,2.32,afiados,escura,N
135.00,2.20,afiados,vermelha,N
177.61,2.08,normais,clara,S
54.52,2.34,normais,escura,S
110.92,1.93,afiados,vermelha,N
90.97,1.54,normais,clara,S
120.14,2.29,afiados,clara,N
80.87,1.68,afiados,clara,N
124.71,2.20,afiados,escura,N
153.79,2.37,afiados,clara,N
123.37,1.70,afiados,escura,N
122.67,1.56,normais,clara,S
161.63,1.50,normais,clara,S
86.22,2.37,afiados,escura,S
123.14,1.71,afiados,escura,N
85.40,1.84,normais,escura,S
164.77,1.87,normais,escura,S
151.47,1.58,afiados,vermelha,N
165.08,1.94,normais,clara,S
122.99,2.32,normais,vermelha,N
179.80,1.59,afiados,clara,N
98.49,1.93,afiados,clara,S
111.42,1.52,normais,vermelha,N
174.94,1.54,normais,clara,S
108.92,2.02,afiados,vermelha,N
109.23,1.62,normais,vermelha,N
125.10,1.89,normais,vermelha,N
77.84,1.92,afiados,clara,S
134.26,1.50,afiados,vermelha,N
126.22,1.56,afiados,escura,N
85.49,2.36,normais,clara,S
106.25,1.71,afiados,clara,N
133.91,2.29,normais,escura,S
157.66,1.70,afiados,vermelha,N
73.90,2.25,afiados,clara,S
94.80,2.34,afiados,clara,S
128.45,1.68,afiados,clara,N
92.32,2.04,afiados,escura,S
80.39,1.64,afiados,clara,N
50.75,1.61,afiados,vermelha,N
141.40,1.73,normais,clara,S
148.79,2.28,normais,clara,S
121.51,2.29,normais,escura,S
152.93,2.08,afiados,escura,N
68.43,1.62,afiados,clara,N
108.49,1.61,normais,clara,S
165.38,1.65,normais,clara,S
142.27,2.15,afiados,escura,N
145.39,2.23,normais,clara,S
143.21,2.16,afiados,clara,N
139.41,2.21,normais,clara,S
126.59,2.22,afiados,escura,N
118.87,2.27,normais,vermelha,N
63.72,2.29,afiados,vermelha,S
59.22,2.28,afiados,clara,S
76.94,2.21,normais,vermelha,S
95.36,1.95,normais,escura,S
86.88,1.51,normais,escura,S
171.45,2.13,normais,clara,S
96.58,1.57,normais,escura,S
160.65,1.60,afiados,clara,N
179.33,1.64,afiados,escura,N
59.99,2.34,normais,clara,S
76.90,1.72,normais,escura,S
145.42,2.20,afiados,clara,N
99.58,2.22,normais,vermelha,S
78.56,1.98,normais,clara,S
146.39,2.22,normais,clara,S
99.57,1.86,normais,vermelha,S
161.90,2.12,afiados,vermelha,N
167.70,1.84,normais,clara,S
75.59,1.70,normais,vermelha,N
107.44,1.59,normais,vermelha,N
140.29,1.97,afiados,escura,N
131.53,1.80,afiados,vermelha,N
159.50,1.73,afiados,clara,N
54.99,1.87,normais,escura,S
139.99,1.56,afiados,escura,N
139.56,1.57,normais,vermelha,N
168.79,2.19,normais,vermelha,N
175.67,2.35,afiados,vermelha,N
61.68,2.29,normais,escura,S
68.98,1.91,normais,clara,S
123.80,1.58,normais,clara,S
133.61,1.65,normais,vermelha,N
107.52,1.72,afiados,escura,N
157.06,1.53,normais,clara,S
156.66,2.15,afiados,vermelha,N
144.76,2.12,normais,escura,S
75.60,2.26,normais,escura,S
166.99,1.60,normais,escura,S
154.20,2.35,afiados,escura,N
78.20,2.23,normais,escura,S
63.97,1.68,normais,vermelha,N
110.19,2.06,normais,clara,S
88.52,1.87,normais,escura,S
139.20,2.34,afiados,clara,N
118.30,2.11,normais,clara,S
168.24,1.61,normais,clara,S
74.51,2.16,afiados,vermelha,S
120.70,1.56,afiados,escura,N
96.05,1.93,afiados,vermelha,S
57.23,1.83,normais,vermelha,S
84.63,2.39,normais,vermelha,S
170.83,2.11,afiados,clara,N
64.36,1.58,afiados,vermelha,N
136.95,1.56,afiados,escura,N
94.09,2.11,normais,vermelha,N
139.00,2.21,afiados,vermelha,N
90.26,2.19,normais,escura,S
72.37,1.52,normais,vermelha,N
59.29,1.65,normais,vermelha,N
91.13,1.78,normais,escura,S
117.45,1.97,normais,escura,S
90.10,1.81,afiados,clara,S
82.45,2.32,normais,escura,S
66.06,1.81,normais,vermelha,S
113.79,1.69,afiados,vermelha,N
71.08,1.78,normais,vermelha,N
121.12,2.06,normais,vermelha,N
106.65,1.92,normais,escura,S
162.64,1.65,afiados,clara,N
162.88,1.60,afiados,vermelha,N
104.71,1.61,afiados,escura,N
179.13,1.88,afiados,vermelha,N
139.89,1.55,normais,clara,S
130.68,1.51,afiados,escura,N
82.04,1.66,normais,escura,S
85.63,1.63,afiados,vermelha,N
130.77,1.72,normais,clara,S
165.57,1.57,afiados,clara,N
91.17,2.34,afiados,vermelha,S
172.23,1.64,afiados,clara,N
90.10,2.25,normais,clara,S
58.97,2.19,normais,clara,S
124.88,2.37,normais,vermelha,N
166.64,2.21,afiados,vermelha,N
134.70,1.88,normais,clara,S
135.39,2.04,afiados,escura,N
115.42,1.69,afiados,escura,N
105.23,2.15,normais,clara,S
120.44,1.75,normais,vermelha,N
178.99,1.70,normais,vermelha,N
69.51,2.37,normais,clara,S
109.32,2.32,normais,vermelha,N
125.07,1.76,normais,clara,S
56.85,1.96,normais,clara,S
78.65,2.38,normais,clara,S
138.03,2.28,normais,clara,S
157.57,2.24,afiados,vermelha,S
113.97,1.91,normais,clara,S
110.07,2.03,afiados,escura,N
142.24,1.62,normais,clara,S
134.68,2.07,afiados,vermelha,N
175.72,1.70,afiados,clara,N
176.67,1.88,afiados,vermelha,N
119.76,1.92,normais,clara,S
79.73,2.11,normais,clara,S
84.94,1.65,afiados,escura,N
108.26,1.66,normais,clara,S
55.57,1.64,normais,clara,S
159.26,1.85,normais,vermelha,N
95.35,1.67,normais,escura,S
64.17,1.50,normais,vermelha,N
129.63,2.07,afiados,clara,N
59.63,1.64,normais,clara,S
169.26,1.78,normais,clara,S
121.88,1.91,normais,clara,S
140.84,1.78,afiados,vermelha,N
152.93,2.23,normais,escura,S
132.49,2.35,afiados,vermelha,N
154.95,1.86,afiados,clara,N
124.90,2.33,normais,vermelha,N
167.60,1.92,afiados,vermelha,N
75.73,1.82,normais,escura,S
59.03,1.51,afiados,vermelha,N
77.28,2.07,normais,clara,S
63.16,1.50,afiados,clara,N
74.65,1.56,afiados,vermelha,N
73.86,1.63,normais,escura,S
141.56,1.58,afiados,clara,N
133.83,2.00,afiados,escura,N
144.78,2.31,afiados,vermelha,N
99.53,2.14,afiados,vermelha,S
59.82,2.21,afiados,clara,S
140.43,1.63,afiados,clara,S
72.15,1.78,normais,clara,S
57.63,1.72,afiados,clara,S
52.62,2.06,normais,escura,S
88.62,1.70,afiados,clara,N
74.48,1.57,normais,clara,S
148.57,2.23,afiados,escura,N
97.97,2.22,afiados,escura,S
141.67,2.01,afiados,clara,N
144.77,2.39,normais,clara,S
68.00,1.69,normais,vermelha,N
131.48,1.99,normais,clara,S
96.87,2.16,afiados,escura,S
121.32,1.61,normais,vermelha,N
122.81,2.21,afiados,escura,N
174.32,1.65,normais,escura,S
131.01,2.00,afiados,vermelha,N
121.11,2.38,normais,clara,S
141.85,2.38,afiados,vermelha,N
110.43,2.07,normais,vermelha,N
64.68,1.65,afiados,clara,S
62.73,2.16,normais,clara,S
175.21,1.70,afiados,escura,N
76.22,1.72,normais,escura,S
137.75,1.92,normais,escura,S
51.09,1.89,normais,vermelha,S
146.17,1.53,normais,vermelha,S
108.38,2.01,normais,clara,S
166.53,1.62,normais,vermelha,N
120.25,1.84,normais,escura,S
62.69,1.52,normais,escura,N
167.48,2.00,afiados,escura,N
158.27,1.97,normais,clara,S
94.67,1.79,normais,clara,S
77.16,1.56,normais,vermelha,N
162.88,2.36,afiados,clara,N
50.93,1.60,afiados,escura,N
61.47,1.80,afiados,clara,S
67.57,2.34,afiados,escura,S
128.95,1.85,afiados,vermelha,N
65.63,1.80,afiados,vermelha,S
68.48,2.05,normais,clara,S
91.07,1.68,afiados,escura,N
145.47,1.60,afiados,clara,S
115.16,1.52,afiados,clara,N
107.18,1.97,afiados,clara,N
179.15,1.90,afiados,vermelha,N
63.45,2.04,normais,vermelha,S
50.66,1.84,afiados,vermelha,S
173.16,1.65,afiados,clara,N
50.91,1.93,normais,escura,S
86.67,1.66,normais,escura,S
130.67,1.65,afiados,vermelha,N
87.90,2.37,afiados,escura,S
161.06,2.38,normais,vermelha,N
154.05,2.26,afiados,clara,N
78.93,2.00,afiados,escura,S
129.06,2.39,afiados,escura,N
156.70,2.05,normais,vermelha,N
123.68,2.09,normais,clara,S
135.52,2.08,afiados,vermelha,N
77.32,1.88,afiados,escura,S
140.84,2.36,normais,clara,S
112.49,2.32,normais,escura,S
83.78,2.11,afiados,clara,S
136.65,1.54,afiados,vermelha,N
100.77,2.00,afiados,vermelha,N
87.69,1.81,afiados,vermelha,S
92.67,1.82,normais,escura,S
119.12,1.99,normais,escura,S
81.82,1.83,normais,vermelha,S
81.46,1.81,normais,vermelha,S
94.99,1.71,normais,escura,S
139.05,1.74,afiados,vermelha,N
125.57,2.27,afiados,escura,N
71.48,1.58,normais,vermelha,N
72.18,1.61,afiados,vermelha,N
177.01,2.05,afiados,escura,N
74.61,2.36,afiados,escura,S
112.53,2.14,normais,clara,S
143.61,2.04,normais,clara,S
152.82,2.09,afiados,escura,N
59.03,2.01,normais,clara,S
89.12,1.64,afiados,vermelha,N
140.14,2.02,normais,escura,S
98.44,1.61,afiados,vermelha,N
109.87,2.10,normais,escura,S
138.02,1.89,afiados,clara,N
67.39,1.75,normais,escura,S
81.58,2.32,normais,clara,S
153.36,2.08,normais,clara,S
82.18,2.24,afiados,clara,S
106.80,2.23,afiados,vermelha,N
157.37,1.65,afiados,vermelha,N
112.93,1.82,normais,escura,S
148.01,2.38,afiados,clara,N
168.62,1.50,afiados,clara,N
126.50,1.68,afiados,vermelha,N
159.72,2.01,afiados,vermelha,N
124.57,1.98,afiados,vermelha,N
74.88,1.98,afiados,escura,S
144.83,1.71,afiados,escura,N
67.52,1.71,normais,escura,S
120.70,1.94,afiados,clara,N
61.24,2.25,normais,escura,S
167.77,1.55,afiados,vermelha,N
129.11,2.35,afiados,vermelha,N
55.97,1.80,afiados,clara,S
145.49,1.65,afiados,clara,N
95.06,2.26,normais,vermelha,S
177.06,2.25,normais,vermelha,N
135.71,1.97,normais,clara,S
168.21,2.01,normais,clara,S
74.86,2.36,afiados,clara,S
152.15,1.90,normais,vermelha,N
71.09,2.26,afiados,escura,S
142.47,2.02,afiados,vermelha,N
166.93,2.04,normais,vermelha,N
146.19,1.65,afiados,vermelha,N
96.83,1.86,normais,vermelha,S
58.74,2.35,normais,clara,S
75.25,2.31,normais,clara,S
58.70,2.05,afiados,clara,S
78.97,2.29,afiados,clara,S
129.25,1.93,afiados,vermelha,N
95.26,1.99,normais,escura,S
54.34,1.75,normais,vermelha,N
172.49,1.59,normais,clara,S
72.17,2.38,normais,clara,S
83.84,1.70,normais,vermelha,N
99.42,1.77,normais,vermelha,N
97.63,2.01,normais,clara,S
131.33,2.13,normais,escura,S
129.48,1.61,afiados,vermelha,N
128.43,1.84,normais,vermelha,N
160.70,1.88,afiados,vermelha,N
148.36,2.30,normais,vermelha,N
90.43,1.86,afiados,escura,S
114.30,1.83,normais,clara,S
177.43,1.82,normais,vermelha,N
90.33,1.62,afiados,clara,N
120.15,1.96,normais,clara,S
112.20,1.63,afiados,vermelha,N
105.41,2.01,afiados,clara,N
165.08,2.30,normais,vermelha,N
86.71,2.23,normais,vermelha,S
122.37,1.80,afiados,vermelha,N
136.57,2.39,normais,clara,N
124.77,2.31,afiados,vermelha,N
85.58,1.87,normais,vermelha,S
155.78,1.67,normais,clara,S
70.24,1.69,afiados,clara,N
84.68,1.57,normais,escura,S
164.93,2.16,normais,vermelha,N
74.89,2.36,normais,vermelha,S
102.21,1.88,afiados,escura,N
59.19,2.06,afiados,escura,S
52.01,1.75,afiados,vermelha,N
120.07,1.74,normais,vermelha,N
161.14,2.24,afiados,vermelha,N
93.44,1.62,normais,vermelha,N
50.52,1.75,normais,escura,S
100.06,1.72,normais,clara,S
177.10,2.12,afiados,vermelha,N
96.81,1.97,normais,clara,S
142.11,1.93,normais,vermelha,N
134.97,2.11,normais,clara,S
65.88,2.12,normais,clara,S
154.69,1.65,afiados,clara,N
166.85,2.00,normais,vermelha,N
56.53,1.91,normais,vermelha,S
177.33,1.81,afiados,vermelha,N
163.02,2.40,afiados,escura,N
129.05,1.67,normais,escura,S
104.59,1.75,normais,clara,S
56.49,2.07,afiados,escura,S
101.76,1.98,normais,vermelha,N
74.15,2.13,normais,clara,S
134.11,1.65,afiados,escura,N
112.46,1.87,normais,clara,S
147.44,1.93,normais,clara,N
76.03,1.81,afiados,clara,S
135.21,1.73,afiados,escura,N
62.73,1.76,normais,clara,S
89.36,1.77,afiados,vermelha,N
58.57,1.85,normais,vermelha,S
161.32,2.12,afiados,clara,S
155.27,1.66,normais,escura,S
72.65,1.55,afiados,vermelha,N
131.19,1.78,afiados,vermelha,N
59.93,1.52,afiados,vermelha,N
138.17,1.65,afiados,escura,N
98.83,2.36,normais,clara,S
126.00,2.31,afiados,clara,N
91.27,1.87,afiados,clara,S
81.88,1.59,normais,escura,S
100.13,1.72,afiados,vermelha,N
129.78,2.24,normais,clara,S
140.09,1.79,afiados,escura,N
77.61,2.19,afiados,clara,S
104.95,1.57,normais,escura,S
92.28,1.91,afiados,escura,S
173.09,2.03,afiados,clara,N
73.02,1.62,normais,escura,N
94.29,1.82,normais,escura,S
111.24,2.31,afiados,escura,N
146.65,2.34,normais,clara,S
152.14,1.56,afiados,clara,N
72.71,1.95,afiados,escura,S
162.47,1.77,normais,escura,S
134.90,2.15,normais,vermelha,N
101.20,1.72,afiados,escura,N
156.46,2.17,normais,escura,S
160.49,2.37,normais,clara,S
118.58,2.07,afiados,clara,N
148.04,1.94,normais,escura,S
116.94,1.81,afiados,clara,N
102.76,2.03,normais,escura,S
146.27,2.16,normais,escura,S
